"url","Search Course 2","Search Course 2_alt","Search Course 2_link","Search Course 3","Search Course 3_link","Badge Content Text","Badge Content Link","Badge Content Link_link","Search Course 4","Search Course 4_link","Search Course 5","Search Course 6","Search Course 7","Search Course 8","Search Course 9","Search Course 10","React Text","Search Course 11","Search Course 12","Search Course 13","Search Course 13_link","Search Course 14","Search Course 14_link"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=5","https://udemy-images.udemy.com/course/304x171/942752_970d_2.jpg","course image","https://www.udemy.com/mastertableau/","Master Course in Tableau 10 for Business Intelligence","https://www.udemy.com/mastertableau/","","","","Jamie Fry• Senior Data Scientist Consultant","https://www.udemy.com/mastertableau/#instructor","Master data visualization in tableau using Real data exercises. Content covers tableau certification syllabus and more","60 lectures","8.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.6","https://www.udemy.com/mastertableau/#reviews","(386 ratings)","https://www.udemy.com/mastertableau/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/519406_959b_6.jpg","course image","https://www.udemy.com/big-data-and-hadoop-for-beginners/","Big Data and Hadoop for Beginners - with Hands-on!","https://www.udemy.com/big-data-and-hadoop-for-beginners/","","","","Andalib Ansari• Big Data Consultant","https://www.udemy.com/big-data-and-hadoop-for-beginners/#instructor","Everything you need to know about Big Data, and Learn Hadoop, HDFS, MapReduce, Hive & Pig by designing Data Pipeline.","31 lectures","3 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.1","https://www.udemy.com/big-data-and-hadoop-for-beginners/#reviews","(756 ratings)","https://www.udemy.com/big-data-and-hadoop-for-beginners/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/1311030_7f83_6.jpg","course image","https://www.udemy.com/process-mapping-process-flowcharts/","Process Mapping: The Practical Guide to Process Flowcharts","https://www.udemy.com/process-mapping-process-flowcharts/","in Process Mapping | Data & Analytics","Process Mapping","https://www.udemy.com/topic/process-mapping/","Jeremy Aschenbrenner | The BA Guide• Business Analyst Manager & Trainer | Best Selling Instructor","https://www.udemy.com/process-mapping-process-flowcharts/#instructor","Learn to model process flows through real-world examples & project-based assignments, quizzes, and handouts!","66 lectures","3.5 hours","Beginner Level","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$145","4.7","https://www.udemy.com/process-mapping-process-flowcharts/#reviews","(40 ratings)","https://www.udemy.com/process-mapping-process-flowcharts/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/691870_c180_3.jpg","course image","https://www.udemy.com/statistics-with-r-beginner-level/","Statistics with R - Beginner Level","https://www.udemy.com/statistics-with-r-beginner-level/","","","","Bogdan Anastasiei• University Teacher and Consultant","https://www.udemy.com/statistics-with-r-beginner-level/#instructor","Basic statistical analyses using the R program","46 lectures","3 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.3","https://www.udemy.com/statistics-with-r-beginner-level/#reviews","(364 ratings)","https://www.udemy.com/statistics-with-r-beginner-level/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/1238720_255f_13.jpg","course image","https://www.udemy.com/statistics-using-excel/","Statistics for Data Analysis Using Excel 2016","https://www.udemy.com/statistics-using-excel/","in Excel | Data & Analytics","Excel","https://www.udemy.com/topic/excel/","Sandeep Kumar ­• Bestselling Instructor • Six Sigma • Statistics • Quality","https://www.udemy.com/statistics-using-excel/#instructor","Plain & Simple Lessons on Descriptive & Inferential Statistics Theory With Excel Examples for Business & Six Sigma","113 lectures","14.5 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$145","4.5","https://www.udemy.com/statistics-using-excel/#reviews","(85 ratings)","https://www.udemy.com/statistics-using-excel/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/1121856_f4ae.jpg","course image","https://www.udemy.com/connect-the-dots-factor-analysis/","Connect the Dots: Factor Analysis","https://www.udemy.com/connect-the-dots-factor-analysis/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/connect-the-dots-factor-analysis/#instructor","Factor extraction using PCA in Excel, R and Python","19 lectures","1.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.5","https://www.udemy.com/connect-the-dots-factor-analysis/#reviews","(35 ratings)","https://www.udemy.com/connect-the-dots-factor-analysis/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/1227150_357d_3.jpg","course image","https://www.udemy.com/master-dax-fundamentals-power-bi-power-pivot-ssas/","Master DAX fundamentals : Power BI, Power Pivot & SSAS","https://www.udemy.com/master-dax-fundamentals-power-bi-power-pivot-ssas/","in DAX | Data & Analytics","DAX","https://www.udemy.com/topic/dax/","Paula Guilfoyle• CPA Accountant, Online Educator & Life Long Learner","https://www.udemy.com/master-dax-fundamentals-power-bi-power-pivot-ssas/#instructor","The Fundamentals of Data Analysis and Modelling with DAX for Power BI, Power Pivot and Analysis Services","44 lectures","3 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.3","https://www.udemy.com/master-dax-fundamentals-power-bi-power-pivot-ssas/#reviews","(96 ratings)","https://www.udemy.com/master-dax-fundamentals-power-bi-power-pivot-ssas/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/379702_4711_2.jpg","course image","https://www.udemy.com/qlikview-developer-course/","Become QlikView Developer from Scratch","https://www.udemy.com/qlikview-developer-course/","","","","Shilpan Patel• Certified QlikView Developer and Designer","https://www.udemy.com/qlikview-developer-course/#instructor","Learn how to become an awesome QlikView developer and earn over USD $100,000 a year without any prior experience.","52 lectures","8 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","3.8","https://www.udemy.com/qlikview-developer-course/#reviews","(937 ratings)","https://www.udemy.com/qlikview-developer-course/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/996610_63d5.jpg","course image","https://www.udemy.com/ultimate-beginners-vba-finance-course-for-banking/","Ultimate Beginners Excel VBA Finance Course for Banking","https://www.udemy.com/ultimate-beginners-vba-finance-course-for-banking/","","","","VBA Finance• Trainer","https://www.udemy.com/ultimate-beginners-vba-finance-course-for-banking/#instructor","Proven core methodology to master VBA and become competitive on the banking job market.","23 lectures","2 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","3.7","https://www.udemy.com/ultimate-beginners-vba-finance-course-for-banking/#reviews","(108 ratings)","https://www.udemy.com/ultimate-beginners-vba-finance-course-for-banking/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/1121854_3f8b.jpg","course image","https://www.udemy.com/connect-the-dots-linear-regression/","Connect the Dots: Linear and Logistic Regression","https://www.udemy.com/connect-the-dots-linear-regression/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/connect-the-dots-linear-regression/#instructor","Build robust models in Excel, R and Python","40 lectures","5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.3","https://www.udemy.com/connect-the-dots-linear-regression/#reviews","(61 ratings)","https://www.udemy.com/connect-the-dots-linear-regression/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/943442_89d2_6.jpg","course image","https://www.udemy.com/sascompletetutorial/","Learn SAS And Become A Data Ninja","https://www.udemy.com/sascompletetutorial/","","","","Ermin Dedic• Data Science, Graduate Student (Educational Psychology)","https://www.udemy.com/sascompletetutorial/#instructor","Become a data ninja; an expert in data management and data analysis. Beginner course.","51 lectures","3.5 hours","All Levels","English","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.3","https://www.udemy.com/sascompletetutorial/#reviews","(238 ratings)","https://www.udemy.com/sascompletetutorial/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/857300_de37.jpg","course image","https://www.udemy.com/quant-trading-using-machine-learning/","Quant Trading using Machine Learning","https://www.udemy.com/quant-trading-using-machine-learning/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/quant-trading-using-machine-learning/#instructor","A completely practical approach to applying Machine Learning techniques to Quant Trading","61 lectures","10.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","3.7","https://www.udemy.com/quant-trading-using-machine-learning/#reviews","(221 ratings)","https://www.udemy.com/quant-trading-using-machine-learning/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=6","https://udemy-images.udemy.com/course/304x171/857298_e6aa_2.jpg","course image","https://www.udemy.com/from-0-to-1-hive/","From 0 to 1: Hive for Processing Big Data","https://www.udemy.com/from-0-to-1-hive/","in Apache Hive | Data & Analytics","Apache Hive","https://www.udemy.com/topic/apache-hive/","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/from-0-to-1-hive/#instructor","End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes","87 lectures","15.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.2","https://www.udemy.com/from-0-to-1-hive/#reviews","(297 ratings)","https://www.udemy.com/from-0-to-1-hive/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/886024_b942.jpg","course image","https://www.udemy.com/spark-for-data-science-with-python/","From 0 to 1 : Spark for Data Science with Python","https://www.udemy.com/spark-for-data-science-with-python/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/spark-for-data-science-with-python/#instructor","Get your data to fly using Spark for analytics, machine learning and data science​","53 lectures","8.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.5","https://www.udemy.com/spark-for-data-science-with-python/#reviews","(166 ratings)","https://www.udemy.com/spark-for-data-science-with-python/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/919922_b4c2.jpg","course image","https://www.udemy.com/data-science-using-r/","Regression, Data Mining, Text Mining, Forecasting using R","https://www.udemy.com/data-science-using-r/","","","","ExcelR Solutions• Pioneer in professional management trainings & consulting","https://www.udemy.com/data-science-using-r/#instructor","Learn Regression Techniques, Data Mining, Forecasting, Text Mining using R","176 lectures","32.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.0","https://www.udemy.com/data-science-using-r/#reviews","(218 ratings)","https://www.udemy.com/data-science-using-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/971154_6799_2.jpg","course image","https://www.udemy.com/machine-learning-for-data-science/","Machine Learning for Data Science","https://www.udemy.com/machine-learning-for-data-science/","","","","David Valentine• The Backyard Data Scientist","https://www.udemy.com/machine-learning-for-data-science/#instructor","A primer on Machine Learning for Data Science. Revealed for everyday people, by the Backyard Data Scientist.","38 lectures","3 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$95","4.3","https://www.udemy.com/machine-learning-for-data-science/#reviews","(111 ratings)","https://www.udemy.com/machine-learning-for-data-science/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/341502_a7f5_2.jpg","course image","https://www.udemy.com/spss-for-research/","SPSS For Research","https://www.udemy.com/spss-for-research/","in SPSS | Data & Analytics","SPSS","https://www.udemy.com/topic/spss/","Bogdan Anastasiei• University Teacher and Consultant","https://www.udemy.com/spss-for-research/#instructor","SPSS data analysis made easy. Become an expert in advanced statistical analysis with SPSS.","149 lectures","14 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.3","https://www.udemy.com/spss-for-research/#reviews","(266 ratings)","https://www.udemy.com/spss-for-research/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/783694_3216_2.jpg","course image","https://www.udemy.com/statistics-and-data-science-in-r/","Learn By Example: Statistics and Data Science in R","https://www.udemy.com/statistics-and-data-science-in-r/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/statistics-and-data-science-in-r/#instructor","A gentle yet thorough introduction to Data Science, Statistics and R using real life examples","82 lectures","9 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.0","https://www.udemy.com/statistics-and-data-science-in-r/#reviews","(265 ratings)","https://www.udemy.com/statistics-and-data-science-in-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/888090_06cd_3.jpg","course image","https://www.udemy.com/learn-r-by-intensive-practice/","Learn R By Intensive Practice","https://www.udemy.com/learn-r-by-intensive-practice/","","","","Selva Prabhakaran• Datascientist, Founder of r-statistics.co","https://www.udemy.com/learn-r-by-intensive-practice/#instructor","Gain clear understanding of base R programming concepts and internalise through a lot of practice","47 lectures","6 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","3.9","https://www.udemy.com/learn-r-by-intensive-practice/#reviews","(184 ratings)","https://www.udemy.com/learn-r-by-intensive-practice/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/909354_8ed0_5.jpg","course image","https://www.udemy.com/project-management-for-business-analyst/","Business Analyst: Project Management Techniques and Tools","https://www.udemy.com/project-management-for-business-analyst/","","","","Jeremy Aschenbrenner | The BA Guide• Business Analyst Manager & Trainer | Best Selling Instructor","https://www.udemy.com/project-management-for-business-analyst/#instructor","Learn project management techniques to increase your project success rate as a Business Analyst!","55 lectures","5.5 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$110","4.5","https://www.udemy.com/project-management-for-business-analyst/#reviews","(204 ratings)","https://www.udemy.com/project-management-for-business-analyst/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/995036_f00d_2.jpg","course image","https://www.udemy.com/tableau-10/","Tableau 10 Desktop Training","https://www.udemy.com/tableau-10/","","","","Rob Davis• BI Consultant & Data Visualization Expert","https://www.udemy.com/tableau-10/#instructor","Beginner to Expert Tableau Desktop Training - Learn to create beautiful and functional REAL WORLD data visualizations","70 lectures","7 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.3","https://www.udemy.com/tableau-10/#reviews","(308 ratings)","https://www.udemy.com/tableau-10/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/542176_5b71_2.jpg","course image","https://www.udemy.com/how-to-find-your-target-audience-in-less-than-30-minutes/","Target Audience Training: Identify Your Ideal Customer","https://www.udemy.com/how-to-find-your-target-audience-in-less-than-30-minutes/","","","","Sandor Kiss• Teaching 160,000+ Students, Performance Marketer","https://www.udemy.com/how-to-find-your-target-audience-in-less-than-30-minutes/#instructor","Save time and make your business more effective by promoting to the right audience!","12 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.7","https://www.udemy.com/how-to-find-your-target-audience-in-less-than-30-minutes/#reviews","(59 ratings)","https://www.udemy.com/how-to-find-your-target-audience-in-less-than-30-minutes/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/540450_d09d_4.jpg","course image","https://www.udemy.com/the-complete-introduction-to-business-data-analysis/","Complete Introduction to Business Data Analysis","https://www.udemy.com/the-complete-introduction-to-business-data-analysis/","","","","Ian Littlejohn• Excel Power Tools, Power BI and Google Data Studio Trainer","https://www.udemy.com/the-complete-introduction-to-business-data-analysis/#instructor","Move beyond basic reports and learn data analysis. Learn to easily turn data into information, insight and intelligence","68 lectures","4.5 hours","Intermediate Level","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.5","https://www.udemy.com/the-complete-introduction-to-business-data-analysis/#reviews","(443 ratings)","https://www.udemy.com/the-complete-introduction-to-business-data-analysis/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/1169190_6c80_2.jpg","course image","https://www.udemy.com/data-analysis-course-for-beginners/","Complete Data Analysis Course For Beginners","https://www.udemy.com/data-analysis-course-for-beginners/","","","","Shafiq Marediya• Instructor and Founder of Learn Analytics.io","https://www.udemy.com/data-analysis-course-for-beginners/#instructor","Learn the basics of data analysis, big data, database warehousing, visualizations, and more using a life like dataset","82 lectures","2.5 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.2","https://www.udemy.com/data-analysis-course-for-beginners/#reviews","(154 ratings)","https://www.udemy.com/data-analysis-course-for-beginners/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=7","https://udemy-images.udemy.com/course/304x171/1121852_d0ff.jpg","course image","https://www.udemy.com/learn-by-example-qlikview/","Learn By Example : Qlikview","https://www.udemy.com/learn-by-example-qlikview/","","","","Loony Corn• An ex-Google, Stanford and Flipkart team","https://www.udemy.com/learn-by-example-qlikview/#instructor","An all-round toolkit to play with data","27 lectures","3 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","3.6","https://www.udemy.com/learn-by-example-qlikview/#reviews","(36 ratings)","https://www.udemy.com/learn-by-example-qlikview/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1244764_dae8.jpg","course image","https://www.udemy.com/amazon-aws-quicksight-getting-started/","Amazon (AWS) QuickSight - Getting Started","https://www.udemy.com/amazon-aws-quicksight-getting-started/","","","","Manuel Lorenz• Professional Business Analyst","https://www.udemy.com/amazon-aws-quicksight-getting-started/#instructor","Get started with Amazon QuickSight - AWS' Business Intelligence (BI) answer to Tableau and Power BI","73 lectures","5.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$110","4.6","https://www.udemy.com/amazon-aws-quicksight-getting-started/#reviews","(50 ratings)","https://www.udemy.com/amazon-aws-quicksight-getting-started/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/874860_84ce_2.jpg","course image","https://www.udemy.com/data-storytelling/","Data Storytelling: Deliver Insights via Compelling Stories","https://www.udemy.com/data-storytelling/","","","","Bill Shander• Information Design and Data Visualization Practitioner","https://www.udemy.com/data-storytelling/#instructor","Learn to create narratives that transform your data into clear and compelling communications for any audience.","22 lectures","2 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$75","4.2","https://www.udemy.com/data-storytelling/#reviews","(276 ratings)","https://www.udemy.com/data-storytelling/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1001410_e922.jpg","course image","https://www.udemy.com/learn-data-science/","Introduction to Data Science","https://www.udemy.com/learn-data-science/","","","","Data Hawk Tech• data science consultants","https://www.udemy.com/learn-data-science/#instructor","An overview of modern data science: the practice of obtaining, exploring, modeling, and interpreting data.","39 lectures","3 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.3","https://www.udemy.com/learn-data-science/#reviews","(189 ratings)","https://www.udemy.com/learn-data-science/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1242944_5bcc_5.jpg","course image","https://www.udemy.com/business-data-analysis-excel/","Introduction to Data Analysis using EXCEL for Beginners","https://www.udemy.com/business-data-analysis-excel/","","","","Symon He• Stanford MBA | Real Estate & Startup Guy | LearnAirbnb.com","https://www.udemy.com/business-data-analysis-excel/#instructor","Learn to apply the important concepts and techniques in data analysis using Excel.","87 lectures","7.5 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.5","https://www.udemy.com/business-data-analysis-excel/#reviews","(25 ratings)","https://www.udemy.com/business-data-analysis-excel/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/943898_49ed_3.jpg","course image","https://www.udemy.com/apache-spark-20-java-do-big-data-analytics-ml/","Apache Spark 2.0 + Java : DO Big Data Analytics & ML","https://www.udemy.com/apache-spark-20-java-do-big-data-analytics-ml/","in Java | Data & Analytics","Java","https://www.udemy.com/topic/java/","V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students","https://www.udemy.com/apache-spark-20-java-do-big-data-analytics-ml/#instructor","Project Based, Hands-on Practices, Spark SQL, Spark Streaming, Java Setup and building real world applications","59 lectures","8 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.3","https://www.udemy.com/apache-spark-20-java-do-big-data-analytics-ml/#reviews","(191 ratings)","https://www.udemy.com/apache-spark-20-java-do-big-data-analytics-ml/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1357396_e6bd.jpg","course image","https://www.udemy.com/tableau-data-visualization/","Tableau Hands-on: Learn Data Visualization with Tableau 10","https://www.udemy.com/tableau-data-visualization/","","","","AkaSkills !• IT Skills for Everyone","https://www.udemy.com/tableau-data-visualization/#instructor","Master Tableau 10 for Business Intelligence, Data Analytics and Data Science. Get Tableau Certification and Outshine","46 lectures","6 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$185","3.7","https://www.udemy.com/tableau-data-visualization/#reviews","(23 ratings)","https://www.udemy.com/tableau-data-visualization/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/389190_eb01_4.jpg","course image","https://www.udemy.com/applied-data-science-with-r/","Applied Data Science with R","https://www.udemy.com/applied-data-science-with-r/","","","","V2 Maestros, LLC• Big Data Science / Analytics Experts | 25K+ students","https://www.udemy.com/applied-data-science-with-r/#instructor","Learn how to execute an end-to-end data science project and deliver business results","55 lectures","11 hours","Intermediate Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.3","https://www.udemy.com/applied-data-science-with-r/#reviews","(251 ratings)","https://www.udemy.com/applied-data-science-with-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/943842_5c2d_4.jpg","course image","https://www.udemy.com/software-testing-business-analyst/","Business Analyst: Software Testing Processes & Techniques","https://www.udemy.com/software-testing-business-analyst/","in Software Testing | Data & Analytics","Software Testing","https://www.udemy.com/topic/software-testing/","Jeremy Aschenbrenner | The BA Guide• Business Analyst Manager & Trainer | Best Selling Instructor","https://www.udemy.com/software-testing-business-analyst/#instructor","Reduce project bugs with repeatable testing processes. Learn to create test cases/scenarios, track defects, & more!","35 lectures","3.5 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$95","4.4","https://www.udemy.com/software-testing-business-analyst/#reviews","(162 ratings)","https://www.udemy.com/software-testing-business-analyst/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1262552_831c.jpg","course image","https://www.udemy.com/practical-data-cleaning/","Practical Data Cleaning","https://www.udemy.com/practical-data-cleaning/","","","","Lee Baker• Founder - Chi-Squared Innovations & Data Science University","https://www.udemy.com/practical-data-cleaning/#instructor","19 Essential Tips to Scrub Your Dirty Data","7 lectures","38 mins","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","3.7","https://www.udemy.com/practical-data-cleaning/#reviews","(18 ratings)","https://www.udemy.com/practical-data-cleaning/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1292838_f55d_2.jpg","course image","https://www.udemy.com/hands-on-machine-learning-without-writing-code/","Data Science: Master Machine Learning Without Coding","https://www.udemy.com/hands-on-machine-learning-without-writing-code/","","","","Ram Prasad• Data Scientist & Certified RapidMiner Analyst","https://www.udemy.com/hands-on-machine-learning-without-writing-code/#instructor","Learn Fundamentals Of Data Science & Machine Learning With Rapidminer (No Coding). Dataset & Solutions Included.","45 lectures","2 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.5","https://www.udemy.com/hands-on-machine-learning-without-writing-code/#reviews","(12 ratings)","https://www.udemy.com/hands-on-machine-learning-without-writing-code/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1268052_5313.jpg","course image","https://www.udemy.com/essential-presentations-for-business-analysts-and-consultant/","Essential Presentations for Business Analysts and Consultant","https://www.udemy.com/essential-presentations-for-business-analysts-and-consultant/","","","","Asen Gyczew• Expert in performance improvement, turnaround and startups","https://www.udemy.com/essential-presentations-for-business-analysts-and-consultant/#instructor","Practical guide how to create a killer presentation efficiently","51 lectures","2 hours","Intermediate Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$90","4.1","https://www.udemy.com/essential-presentations-for-business-analysts-and-consultant/#reviews","(31 ratings)","https://www.udemy.com/essential-presentations-for-business-analysts-and-consultant/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=8","https://udemy-images.udemy.com/course/304x171/1266286_c733_7.jpg","course image","https://www.udemy.com/clusteranalysisandunsupervisedmachinelearningwithpython/","Data Mining Through Cluster Analysis Using Python","https://www.udemy.com/clusteranalysisandunsupervisedmachinelearningwithpython/","","","","Ermin Dedic• Data Science, Graduate Student (Educational Psychology)","https://www.udemy.com/clusteranalysisandunsupervisedmachinelearningwithpython/#instructor","Discover two non-hierarchical clustering algorithms, k-means and DBSCAN.","15 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.4","https://www.udemy.com/clusteranalysisandunsupervisedmachinelearningwithpython/#reviews","(15 ratings)","https://www.udemy.com/clusteranalysisandunsupervisedmachinelearningwithpython/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=9","https://udemy-images.udemy.com/course/304x171/382516_abff.jpg","course image","https://www.udemy.com/developing-requirements/","Business Analysis: Developing Requirements","https://www.udemy.com/developing-requirements/","","","","Don Hussey• Business Analyst Training","https://www.udemy.com/developing-requirements/#instructor","Master the methods involved in planning and gathering requirements and framing input into requirements documents.","26 lectures","4.5 hours","Intermediate Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$160","4.3","https://www.udemy.com/developing-requirements/#reviews","(304 ratings)","https://www.udemy.com/developing-requirements/#reviews"
